,fecha,provincia,tot_casosconf,penetracion_casos
0,2020-03-02,CABA,1,0
1,2020-03-09,CABA,11,0
2,2020-03-10,CABA,21,0
3,2020-03-11,CABA,23,0
4,2020-03-12,CABA,33,0
5,2020-03-13,CABA,36,0
6,2020-03-14,CABA,47,0
7,2020-03-15,CABA,54,0
8,2020-03-16,CABA,65,0
9,2020-03-17,CABA,74,0
10,2020-03-18,CABA,92,0
11,2020-03-19,CABA,123,0
12,2020-03-20,CABA,140,0
13,2020-03-21,CABA,189,0
14,2020-03-22,CABA,238,0
15,2020-03-23,CABA,277,0
16,2020-03-24,CABA,332,0
17,2020-03-25,CABA,438,0
18,2020-03-26,CABA,534,1
19,2020-03-27,CABA,617,1
20,2020-03-28,CABA,718,1
21,2020-03-29,CABA,775,1
22,2020-03-30,CABA,891,1
23,2020-03-31,CABA,1003,1
24,2020-04-01,CABA,1075,1
25,2020-04-02,CABA,1194,1
26,2020-04-03,CABA,1316,1
27,2020-04-04,CABA,1414,1
28,2020-04-05,CABA,1517,2
29,2020-04-06,CABA,1584,2
30,2020-04-07,CABA,1686,2
31,2020-04-08,CABA,1751,2
32,2020-04-09,CABA,1847,2
33,2020-04-10,CABA,1924,2
34,2020-04-11,CABA,2058,2
35,2020-04-12,CABA,2178,2
36,2020-04-13,CABA,2248,2
37,2020-04-14,CABA,2366,2
38,2020-04-15,CABA,2535,3
39,2020-04-16,CABA,2616,3
40,2020-04-17,CABA,2718,3
41,2020-04-18,CABA,2804,3
42,2020-04-19,CABA,2903,3
43,2020-04-20,CABA,3005,3
44,2020-04-21,CABA,3125,3
45,2020-04-22,CABA,3244,3
46,2020-04-23,CABA,3408,3
47,2020-04-24,CABA,3574,4
48,2020-04-25,CABA,3756,4
49,2020-04-26,CABA,3873,4
50,2020-04-27,CABA,3974,4
51,2020-04-28,CABA,4101,4
52,2020-04-29,CABA,4264,4
53,2020-04-30,CABA,4396,4
54,2020-05-01,CABA,4490,4
55,2020-05-02,CABA,4589,5
56,2020-05-03,CABA,4728,5
57,2020-05-04,CABA,4863,5
58,2020-05-05,CABA,5001,5
59,2020-05-06,CABA,5185,5
60,2020-05-07,CABA,5335,5
61,2020-05-08,CABA,5578,6
62,2020-05-09,CABA,5754,6
63,2020-05-10,CABA,5992,6
64,2020-05-11,CABA,6215,6
65,2020-05-12,CABA,6546,7
66,2020-05-13,CABA,6838,7
67,2020-05-14,CABA,7110,7
68,2020-05-15,CABA,7434,7
69,2020-05-16,CABA,7768,8
70,2020-05-17,CABA,8026,8
71,2020-05-18,CABA,8330,8
72,2020-05-19,CABA,8752,9
73,2020-05-20,CABA,9244,9
74,2020-05-21,CABA,9877,10
75,2020-05-22,CABA,10600,11
76,2020-05-23,CABA,11337,11
77,2020-05-24,CABA,12042,12
78,2020-05-25,CABA,12609,13
79,2020-05-26,CABA,13190,13
80,2020-05-27,CABA,13902,14
81,2020-05-28,CABA,14656,15
82,2020-05-29,CABA,15375,15
83,2020-05-30,CABA,16174,16
84,2020-05-31,CABA,16826,17
85,2020-06-01,CABA,17377,17
86,2020-06-02,CABA,18274,18
87,2020-06-03,CABA,19228,19
88,2020-06-04,CABA,20127,20
89,2020-06-05,CABA,20988,21
90,2020-06-06,CABA,21972,22
91,2020-06-07,CABA,22754,23
92,2020-06-08,CABA,23559,24
93,2020-06-09,CABA,24701,25
94,2020-06-10,CABA,25907,26
95,2020-06-11,CABA,27282,27
96,2020-06-12,CABA,28683,29
97,2020-06-13,CABA,30172,30
98,2020-06-14,CABA,31489,31
99,2020-06-15,CABA,32704,33
100,2020-06-16,CABA,34070,34
101,2020-06-17,CABA,35480,35
102,2020-06-18,CABA,37351,37
103,2020-06-19,CABA,39432,39
104,2020-06-20,CABA,41096,41
105,2020-06-21,CABA,42657,43
106,2020-06-22,CABA,44847,45
107,2020-06-23,CABA,47024,47
108,2020-06-24,CABA,49691,50
109,2020-06-25,CABA,52275,52
110,2020-06-26,CABA,55117,55
111,2020-06-27,CABA,57616,58
112,2020-06-28,CABA,59821,60
113,2020-06-29,CABA,62156,62
114,2020-06-30,CABA,64386,64
115,2020-07-01,CABA,67043,67
116,2020-07-02,CABA,69770,70
117,2020-07-03,CABA,72625,73
118,2020-07-04,CABA,75202,75
119,2020-07-05,CABA,77707,78
120,2020-07-06,CABA,80286,80
121,2020-07-07,CABA,83224,83
122,2020-07-08,CABA,86764,87
123,2020-07-09,CABA,90460,90
124,2020-07-10,CABA,93860,94
125,2020-03-05,Buenos Aires,2,0
126,2020-03-08,Buenos Aires,10,0
127,2020-03-10,Buenos Aires,20,0
128,2020-03-11,Buenos Aires,22,0
129,2020-03-13,Buenos Aires,34,0
130,2020-03-15,Buenos Aires,60,0
131,2020-03-16,Buenos Aires,69,0
132,2020-03-17,Buenos Aires,70,0
133,2020-03-18,Buenos Aires,99,0
134,2020-03-19,Buenos Aires,115,0
135,2020-03-20,Buenos Aires,149,0
136,2020-03-21,Buenos Aires,203,0
137,2020-03-22,Buenos Aires,246,0
138,2020-03-23,Buenos Aires,282,0
139,2020-03-24,Buenos Aires,361,0
140,2020-03-25,Buenos Aires,417,0
141,2020-03-26,Buenos Aires,561,1
142,2020-03-27,Buenos Aires,653,1
143,2020-03-28,Buenos Aires,700,1
144,2020-03-29,Buenos Aires,762,1
145,2020-03-30,Buenos Aires,857,1
146,2020-03-31,Buenos Aires,984,1
147,2020-04-01,Buenos Aires,1065,1
148,2020-04-02,Buenos Aires,1170,1
149,2020-04-03,Buenos Aires,1288,1
150,2020-04-04,Buenos Aires,1380,1
151,2020-04-05,Buenos Aires,1485,1
152,2020-04-06,Buenos Aires,1567,2
153,2020-04-07,Buenos Aires,1662,2
154,2020-04-08,Buenos Aires,1733,2
155,2020-04-09,Buenos Aires,1824,2
156,2020-04-10,Buenos Aires,1913,2
157,2020-04-11,Buenos Aires,2012,2
158,2020-04-12,Buenos Aires,2170,2
159,2020-04-13,Buenos Aires,2238,2
160,2020-04-14,Buenos Aires,2344,2
161,2020-04-15,Buenos Aires,2505,3
162,2020-04-16,Buenos Aires,2601,3
163,2020-04-17,Buenos Aires,2704,3
164,2020-04-18,Buenos Aires,2790,3
165,2020-04-19,Buenos Aires,2888,3
166,2020-04-20,Buenos Aires,2983,3
167,2020-04-21,Buenos Aires,3092,3
168,2020-04-22,Buenos Aires,3205,3
169,2020-04-23,Buenos Aires,3371,3
170,2020-04-24,Buenos Aires,3495,3
171,2020-04-25,Buenos Aires,3701,4
172,2020-04-26,Buenos Aires,3837,4
173,2020-04-27,Buenos Aires,3942,4
174,2020-04-28,Buenos Aires,4051,4
175,2020-04-29,Buenos Aires,4230,4
176,2020-04-30,Buenos Aires,4351,4
177,2020-05-01,Buenos Aires,4461,4
178,2020-05-02,Buenos Aires,4634,5
179,2020-05-03,Buenos Aires,4766,5
180,2020-05-04,Buenos Aires,4820,5
181,2020-05-05,Buenos Aires,4944,5
182,2020-05-06,Buenos Aires,5083,5
183,2020-05-07,Buenos Aires,5258,5
184,2020-05-08,Buenos Aires,5448,5
185,2020-05-09,Buenos Aires,5671,6
186,2020-05-10,Buenos Aires,5827,6
187,2020-05-11,Buenos Aires,6078,6
188,2020-05-12,Buenos Aires,6358,6
189,2020-05-13,Buenos Aires,6659,7
190,2020-05-14,Buenos Aires,6957,7
191,2020-05-15,Buenos Aires,7219,7
192,2020-05-16,Buenos Aires,7575,8
193,2020-05-17,Buenos Aires,7879,8
194,2020-05-18,Buenos Aires,8161,8
195,2020-05-19,Buenos Aires,8528,9
196,2020-05-20,Buenos Aires,8987,9
197,2020-05-21,Buenos Aires,9498,9
198,2020-05-22,Buenos Aires,10196,10
199,2020-05-23,Buenos Aires,10937,11
200,2020-05-24,Buenos Aires,11548,12
201,2020-05-25,Buenos Aires,12234,12
202,2020-05-26,Buenos Aires,12863,13
203,2020-05-27,Buenos Aires,13541,14
204,2020-05-28,Buenos Aires,14231,14
205,2020-05-29,Buenos Aires,14974,15
206,2020-05-30,Buenos Aires,15715,16
207,2020-05-31,Buenos Aires,16468,16
208,2020-06-01,Buenos Aires,17103,17
209,2020-06-02,Buenos Aires,17903,18
210,2020-06-03,Buenos Aires,18761,19
211,2020-06-04,Buenos Aires,19690,20
212,2020-06-05,Buenos Aires,20568,21
213,2020-06-06,Buenos Aires,21495,21
214,2020-06-07,Buenos Aires,22395,22
215,2020-06-08,Buenos Aires,23139,23
216,2020-06-09,Buenos Aires,24166,24
217,2020-06-10,Buenos Aires,25385,25
218,2020-06-11,Buenos Aires,26744,27
219,2020-06-12,Buenos Aires,28118,28
220,2020-06-13,Buenos Aires,29614,30
221,2020-06-14,Buenos Aires,30931,31
222,2020-06-15,Buenos Aires,32129,32
223,2020-06-16,Buenos Aires,33582,34
224,2020-06-17,Buenos Aires,34958,35
225,2020-06-18,Buenos Aires,36659,37
226,2020-06-19,Buenos Aires,38628,39
227,2020-06-20,Buenos Aires,40584,41
228,2020-06-21,Buenos Aires,41950,42
229,2020-06-22,Buenos Aires,43822,44
230,2020-06-23,Buenos Aires,46265,46
231,2020-06-24,Buenos Aires,48679,49
232,2020-06-25,Buenos Aires,51333,51
233,2020-06-26,Buenos Aires,54149,54
234,2020-06-27,Buenos Aires,56767,57
235,2020-06-28,Buenos Aires,58969,59
236,2020-06-29,Buenos Aires,61212,61
237,2020-06-30,Buenos Aires,63642,64
238,2020-07-01,Buenos Aires,66202,66
239,2020-07-02,Buenos Aires,68930,69
240,2020-07-03,Buenos Aires,71790,72
241,2020-07-04,Buenos Aires,74302,74
242,2020-07-05,Buenos Aires,76940,77
243,2020-07-06,Buenos Aires,79291,79
244,2020-07-07,Buenos Aires,82199,82
245,2020-07-08,Buenos Aires,85648,86
246,2020-07-09,Buenos Aires,89402,89
247,2020-07-10,Buenos Aires,92811,93
248,2020-03-09,San Luis,13,0
249,2020-03-25,San Luis,474,0
250,2020-03-26,San Luis,590,1
251,2020-04-01,San Luis,1112,1
252,2020-04-02,San Luis,1227,1
253,2020-04-03,San Luis,1345,1
254,2020-04-06,San Luis,1608,2
255,2020-07-04,San Luis,75366,75
256,2020-07-05,San Luis,77809,78
257,2020-07-06,San Luis,80437,80
258,2020-07-07,San Luis,83416,83
259,2020-07-08,San Luis,87007,87
260,2020-07-09,San Luis,90673,91
261,2020-07-10,San Luis,94048,94
262,2020-03-09,Chaco,18,0
263,2020-03-15,Chaco,58,0
264,2020-03-16,Chaco,68,0
265,2020-03-17,Chaco,77,0
266,2020-03-18,Chaco,93,0
267,2020-03-19,Chaco,127,0
268,2020-03-20,Chaco,154,0
269,2020-03-21,Chaco,208,0
270,2020-03-22,Chaco,261,0
271,2020-03-23,Chaco,303,0
272,2020-03-24,Chaco,370,0
273,2020-03-25,Chaco,465,0
274,2020-03-26,Chaco,576,1
275,2020-03-27,Chaco,656,1
276,2020-03-28,Chaco,736,1
277,2020-03-29,Chaco,779,1
278,2020-03-30,Chaco,903,1
279,2020-03-31,Chaco,1006,1
280,2020-04-01,Chaco,1087,1
281,2020-04-02,Chaco,1197,1
282,2020-04-03,Chaco,1324,1
283,2020-04-04,Chaco,1422,1
284,2020-04-06,Chaco,1588,2
285,2020-04-07,Chaco,1690,2
286,2020-04-08,Chaco,1766,2
287,2020-04-09,Chaco,1880,2
288,2020-04-10,Chaco,1929,2
289,2020-04-12,Chaco,2179,2
290,2020-04-13,Chaco,2251,2
291,2020-04-14,Chaco,2397,2
292,2020-04-15,Chaco,2542,3
293,2020-04-16,Chaco,2627,3
294,2020-04-17,Chaco,2740,3
295,2020-04-18,Chaco,2828,3
296,2020-04-19,Chaco,2908,3
297,2020-04-20,Chaco,3010,3
298,2020-04-21,Chaco,3130,3
299,2020-04-22,Chaco,3251,3
300,2020-04-23,Chaco,3418,3
301,2020-04-24,Chaco,3581,4
302,2020-04-25,Chaco,3763,4
303,2020-04-26,Chaco,3876,4
304,2020-04-27,Chaco,3984,4
305,2020-04-29,Chaco,4268,4
306,2020-04-30,Chaco,4399,4
307,2020-05-01,Chaco,4502,5
308,2020-05-02,Chaco,4669,5
309,2020-05-03,Chaco,4772,5
310,2020-05-04,Chaco,4868,5
311,2020-05-05,Chaco,5012,5
312,2020-05-06,Chaco,5193,5
313,2020-05-07,Chaco,5361,5
314,2020-05-08,Chaco,5604,6
315,2020-05-09,Chaco,5763,6
316,2020-05-10,Chaco,6024,6
317,2020-05-11,Chaco,6232,6
318,2020-05-12,Chaco,6556,7
319,2020-05-13,Chaco,6856,7
320,2020-05-14,Chaco,7119,7
321,2020-05-15,Chaco,7459,7
322,2020-05-16,Chaco,7789,8
323,2020-05-17,Chaco,8045,8
324,2020-05-18,Chaco,8343,8
325,2020-05-19,Chaco,8786,9
326,2020-05-20,Chaco,9279,9
327,2020-05-21,Chaco,9911,10
328,2020-05-22,Chaco,10627,11
329,2020-05-23,Chaco,11344,11
330,2020-05-24,Chaco,12062,12
331,2020-05-25,Chaco,12618,13
332,2020-05-26,Chaco,13213,13
333,2020-05-27,Chaco,13918,14
334,2020-05-28,Chaco,14684,15
335,2020-05-29,Chaco,15401,15
336,2020-05-30,Chaco,16198,16
337,2020-05-31,Chaco,16839,17
338,2020-06-01,Chaco,17380,17
339,2020-06-02,Chaco,18304,18
340,2020-06-03,Chaco,19234,19
341,2020-06-04,Chaco,20180,20
342,2020-06-05,Chaco,21017,21
343,2020-06-06,Chaco,21991,22
344,2020-06-07,Chaco,22772,23
345,2020-06-08,Chaco,23604,24
346,2020-06-09,Chaco,24729,25
347,2020-06-10,Chaco,25952,26
348,2020-06-11,Chaco,27330,27
349,2020-06-12,Chaco,28722,29
350,2020-06-13,Chaco,30221,30
351,2020-06-14,Chaco,31516,32
352,2020-06-15,Chaco,32742,33
353,2020-06-16,Chaco,34093,34
354,2020-06-17,Chaco,35500,36
355,2020-06-18,Chaco,37419,37
356,2020-06-19,Chaco,39463,39
357,2020-06-20,Chaco,41120,41
358,2020-06-21,Chaco,42709,43
359,2020-06-22,Chaco,44867,45
360,2020-06-23,Chaco,47079,47
361,2020-06-24,Chaco,49728,50
362,2020-06-25,Chaco,52336,52
363,2020-06-26,Chaco,55193,55
364,2020-06-27,Chaco,57668,58
365,2020-06-28,Chaco,59868,60
366,2020-06-29,Chaco,62187,62
367,2020-06-30,Chaco,64456,64
368,2020-07-01,Chaco,67103,67
369,2020-07-02,Chaco,69851,70
370,2020-07-03,Chaco,72663,73
371,2020-07-04,Chaco,75260,75
372,2020-07-05,Chaco,77754,78
373,2020-07-06,Chaco,80313,80
374,2020-07-07,Chaco,83246,83
375,2020-07-08,Chaco,86844,87
376,2020-07-09,Chaco,90500,90
377,2020-07-10,Chaco,93910,94
378,2020-03-09,Río Negro,19,0
379,2020-03-17,Río Negro,80,0
380,2020-03-19,Río Negro,131,0
381,2020-03-21,Río Negro,227,0
382,2020-03-27,Río Negro,687,1
383,2020-03-31,Río Negro,1025,1
384,2020-04-03,Río Negro,1344,1
385,2020-04-04,Río Negro,1436,1
386,2020-04-05,Río Negro,1540,2
387,2020-04-06,Río Negro,1607,2
388,2020-04-07,Río Negro,1702,2
389,2020-04-08,Río Negro,1792,2
390,2020-04-09,Río Negro,1860,2
391,2020-04-10,Río Negro,1966,2
392,2020-04-11,Río Negro,2123,2
393,2020-04-12,Río Negro,2202,2
394,2020-04-13,Río Negro,2272,2
395,2020-04-14,Río Negro,2433,2
396,2020-04-15,Río Negro,2566,3
397,2020-04-16,Río Negro,2660,3
398,2020-04-17,Río Negro,2751,3
399,2020-04-18,Río Negro,2837,3
400,2020-04-19,Río Negro,2937,3
401,2020-04-20,Río Negro,3027,3
402,2020-04-21,Río Negro,3142,3
403,2020-04-22,Río Negro,3279,3
404,2020-04-23,Río Negro,3427,3
405,2020-04-24,Río Negro,3602,4
406,2020-04-25,Río Negro,3772,4
407,2020-04-26,Río Negro,3886,4
408,2020-04-27,Río Negro,3997,4
409,2020-04-28,Río Negro,4119,4
410,2020-04-29,Río Negro,4285,4
411,2020-04-30,Río Negro,4422,4
412,2020-05-01,Río Negro,4530,5
413,2020-05-02,Río Negro,4675,5
414,2020-05-03,Río Negro,4778,5
415,2020-05-04,Río Negro,4883,5
416,2020-05-05,Río Negro,5017,5
417,2020-05-06,Río Negro,5208,5
418,2020-05-07,Río Negro,5370,5
419,2020-05-08,Río Negro,5611,6
420,2020-05-09,Río Negro,5775,6
421,2020-05-10,Río Negro,6031,6
422,2020-05-11,Río Negro,6277,6
423,2020-05-12,Río Negro,6562,7
424,2020-05-13,Río Negro,6878,7
425,2020-05-14,Río Negro,7133,7
426,2020-05-15,Río Negro,7478,7
427,2020-05-16,Río Negro,7804,8
428,2020-05-17,Río Negro,8068,8
429,2020-05-18,Río Negro,8366,8
430,2020-05-19,Río Negro,8803,9
431,2020-05-20,Río Negro,9283,9
432,2020-05-21,Río Negro,9926,10
433,2020-05-22,Río Negro,10642,11
434,2020-05-23,Río Negro,11349,11
435,2020-05-24,Río Negro,12074,12
436,2020-05-25,Río Negro,12626,13
437,2020-05-26,Río Negro,13225,13
438,2020-05-27,Río Negro,13930,14
439,2020-05-28,Río Negro,14701,15
440,2020-05-29,Río Negro,15419,15
441,2020-05-30,Río Negro,16210,16
442,2020-05-31,Río Negro,16850,17
443,2020-06-01,Río Negro,17408,17
444,2020-06-02,Río Negro,18315,18
445,2020-06-03,Río Negro,19265,19
446,2020-06-04,Río Negro,20192,20
447,2020-06-05,Río Negro,21036,21
448,2020-06-06,Río Negro,22018,22
449,2020-06-07,Río Negro,22793,23
450,2020-06-08,Río Negro,23620,24
451,2020-06-09,Río Negro,24760,25
452,2020-06-10,Río Negro,25983,26
453,2020-06-11,Río Negro,27372,27
454,2020-06-12,Río Negro,28764,29
455,2020-06-13,Río Negro,30291,30
456,2020-06-14,Río Negro,31570,32
457,2020-06-15,Río Negro,32785,33
458,2020-06-16,Río Negro,34156,34
459,2020-06-17,Río Negro,35548,36
460,2020-06-18,Río Negro,37498,37
461,2020-06-19,Río Negro,39559,40
462,2020-06-20,Río Negro,41198,41
463,2020-06-21,Río Negro,42768,43
464,2020-06-22,Río Negro,44923,45
465,2020-06-23,Río Negro,47187,47
466,2020-06-24,Río Negro,49834,50
467,2020-06-25,Río Negro,52435,52
468,2020-06-26,Río Negro,55330,55
469,2020-06-27,Río Negro,57736,58
470,2020-06-28,Río Negro,59926,60
471,2020-06-29,Río Negro,62261,62
472,2020-06-30,Río Negro,64528,65
473,2020-07-01,Río Negro,67186,67
474,2020-07-02,Río Negro,69939,70
475,2020-07-03,Río Negro,72771,73
476,2020-07-04,Río Negro,75349,75
477,2020-07-05,Río Negro,77807,78
478,2020-07-06,Río Negro,80434,80
479,2020-07-07,Río Negro,83408,83
480,2020-07-08,Río Negro,87001,87
481,2020-07-09,Río Negro,90664,91
482,2020-07-10,Río Negro,94046,94
483,2020-03-14,Santa Fe,48,0
484,2020-03-19,Santa Fe,129,0
485,2020-03-21,Santa Fe,224,0
486,2020-03-21,Santa Fe,225,0
487,2020-03-23,Santa Fe,283,0
488,2020-03-23,Santa Fe,284,0
489,2020-03-23,Santa Fe,293,0
490,2020-03-23,Santa Fe,296,0
491,2020-03-24,Santa Fe,382,0
492,2020-03-24,Santa Fe,383,0
493,2020-03-24,Santa Fe,384,0
494,2020-03-25,Santa Fe,504,1
495,2020-03-26,Santa Fe,573,1
496,2020-03-27,Santa Fe,673,1
497,2020-03-27,Santa Fe,674,1
498,2020-03-27,Santa Fe,675,1
499,2020-03-27,Santa Fe,676,1
500,2020-03-28,Santa Fe,722,1
501,2020-03-28,Santa Fe,726,1
502,2020-03-28,Santa Fe,729,1
503,2020-03-28,Santa Fe,730,1
504,2020-03-28,Santa Fe,731,1
505,2020-03-29,Santa Fe,786,1
506,2020-03-29,Santa Fe,789,1
507,2020-03-29,Santa Fe,791,1
508,2020-03-29,Santa Fe,792,1
509,2020-03-30,Santa Fe,917,1
510,2020-03-30,Santa Fe,919,1
511,2020-03-30,Santa Fe,921,1
512,2020-03-30,Santa Fe,922,1
513,2020-03-30,Santa Fe,923,1
514,2020-03-30,Santa Fe,924,1
515,2020-03-31,Santa Fe,1032,1
516,2020-03-31,Santa Fe,1036,1
517,2020-03-31,Santa Fe,1039,1
518,2020-03-31,Santa Fe,1041,1
519,2020-03-31,Santa Fe,1043,1
520,2020-03-31,Santa Fe,1044,1
521,2020-03-31,Santa Fe,1045,1
522,2020-03-31,Santa Fe,1046,1
523,2020-03-31,Santa Fe,1047,1
524,2020-04-01,Santa Fe,1127,1
525,2020-04-01,Santa Fe,1128,1
526,2020-04-01,Santa Fe,1129,1
527,2020-04-01,Santa Fe,1130,1
528,2020-04-01,Santa Fe,1131,1
529,2020-04-01,Santa Fe,1132,1
530,2020-04-01,Santa Fe,1133,1
531,2020-04-02,Santa Fe,1233,1
532,2020-04-02,Santa Fe,1235,1
533,2020-04-02,Santa Fe,1236,1
534,2020-04-02,Santa Fe,1237,1
535,2020-04-03,Santa Fe,1352,1
536,2020-04-03,Santa Fe,1353,1
537,2020-04-04,Santa Fe,1440,1
538,2020-04-04,Santa Fe,1441,1
539,2020-04-04,Santa Fe,1442,1
540,2020-04-05,Santa Fe,1546,2
541,2020-04-05,Santa Fe,1549,2
542,2020-04-05,Santa Fe,1550,2
543,2020-04-05,Santa Fe,1551,2
544,2020-04-05,Santa Fe,1552,2
545,2020-04-06,Santa Fe,1611,2
546,2020-04-06,Santa Fe,1614,2
547,2020-04-06,Santa Fe,1616,2
548,2020-04-07,Santa Fe,1711,2
549,2020-04-07,Santa Fe,1712,2
550,2020-04-07,Santa Fe,1713,2
551,2020-04-08,Santa Fe,1793,2
552,2020-04-08,Santa Fe,1794,2
553,2020-04-09,Santa Fe,1862,2
554,2020-04-09,Santa Fe,1864,2
555,2020-04-09,Santa Fe,1865,2
556,2020-04-09,Santa Fe,1866,2
557,2020-04-09,Santa Fe,1867,2
558,2020-04-10,Santa Fe,1973,2
559,2020-04-11,Santa Fe,2130,2
560,2020-04-12,Santa Fe,2205,2
561,2020-04-13,Santa Fe,2273,2
562,2020-04-13,Santa Fe,2274,2
563,2020-04-14,Santa Fe,2434,2
564,2020-04-14,Santa Fe,2435,2
565,2020-04-15,Santa Fe,2567,3
566,2020-04-15,Santa Fe,2568,3
567,2020-04-16,Santa Fe,2663,3
568,2020-04-17,Santa Fe,2757,3
569,2020-04-18,Santa Fe,2838,3
570,2020-04-18,Santa Fe,2839,3
571,2020-04-18,Santa Fe,2840,3
572,2020-04-19,Santa Fe,2937,3
573,2020-04-20,Santa Fe,3030,3
574,2020-04-21,Santa Fe,3143,3
575,2020-04-22,Santa Fe,3282,3
576,2020-04-22,Santa Fe,3283,3
577,2020-04-22,Santa Fe,3284,3
578,2020-04-23,Santa Fe,3429,3
579,2020-04-23,Santa Fe,3430,3
580,2020-04-23,Santa Fe,3431,3
581,2020-04-23,Santa Fe,3432,3
582,2020-04-23,Santa Fe,3433,3
583,2020-04-24,Santa Fe,3604,4
584,2020-04-24,Santa Fe,3605,4
585,2020-04-24,Santa Fe,3606,4
586,2020-04-25,Santa Fe,3774,4
587,2020-04-25,Santa Fe,3775,4
588,2020-04-28,Santa Fe,4120,4
589,2020-05-02,Santa Fe,4531,5
590,2020-05-03,Santa Fe,4679,5
591,2020-05-05,Santa Fe,5018,5
592,2020-05-07,Santa Fe,5371,5
593,2020-05-08,Santa Fe,5611,6
594,2020-05-09,Santa Fe,5775,6
595,2020-05-10,Santa Fe,6031,6
596,2020-05-11,Santa Fe,6277,6
597,2020-05-12,Santa Fe,6563,7
598,2020-05-13,Santa Fe,6878,7
599,2020-05-14,Santa Fe,7133,7
600,2020-05-15,Santa Fe,7478,7
601,2020-05-16,Santa Fe,7805,8
602,2020-05-17,Santa Fe,8068,8
603,2020-05-18,Santa Fe,8371,8
604,2020-05-19,Santa Fe,8803,9
605,2020-05-20,Santa Fe,9285,9
606,2020-05-21,Santa Fe,9929,10
607,2020-05-22,Santa Fe,10648,11
608,2020-05-23,Santa Fe,11349,11
609,2020-05-24,Santa Fe,12075,12
610,2020-05-24,Santa Fe,12076,12
611,2020-05-25,Santa Fe,12625,13
612,2020-05-25,Santa Fe,12625,13
613,2020-05-26,Santa Fe,13226,13
614,2020-05-26,Santa Fe,13226,13
615,2020-05-27,Santa Fe,13931,14
616,2020-05-27,Santa Fe,13931,14
617,2020-05-28,Santa Fe,14701,15
618,2020-05-28,Santa Fe,14701,15
619,2020-05-29,Santa Fe,15419,15
620,2020-05-29,Santa Fe,15419,15
621,2020-05-30,Santa Fe,16212,16
622,2020-05-30,Santa Fe,16213,16
623,2020-05-31,Santa Fe,16851,17
624,2020-06-01,Santa Fe,17415,17
625,2020-06-02,Santa Fe,18319,18
626,2020-06-03,Santa Fe,19268,19
627,2020-06-04,Santa Fe,20196,20
628,2020-06-04,Santa Fe,20197,20
629,2020-06-05,Santa Fe,21037,21
630,2020-06-06,Santa Fe,22020,22
631,2020-06-07,Santa Fe,22794,23
632,2020-06-08,Santa Fe,23621,24
633,2020-06-09,Santa Fe,24762,25
634,2020-06-09,Santa Fe,24763,25
635,2020-06-10,Santa Fe,25986,26
636,2020-06-10,Santa Fe,25987,26
637,2020-06-10,Santa Fe,25988,26
638,2020-06-11,Santa Fe,27372,27
639,2020-06-11,Santa Fe,27373,27
640,2020-06-11,Santa Fe,27374,27
641,2020-06-12,Santa Fe,28764,29
642,2020-06-12,Santa Fe,28764,29
643,2020-06-12,Santa Fe,28764,29
644,2020-06-13,Santa Fe,30294,30
645,2020-06-13,Santa Fe,30294,30
646,2020-06-13,Santa Fe,30294,30
647,2020-06-14,Santa Fe,31571,32
648,2020-06-14,Santa Fe,31571,32
649,2020-06-14,Santa Fe,31571,32
650,2020-06-15,Santa Fe,32785,33
651,2020-06-15,Santa Fe,32785,33
652,2020-06-15,Santa Fe,32785,33
653,2020-06-16,Santa Fe,34156,34
654,2020-06-16,Santa Fe,34158,34
655,2020-06-16,Santa Fe,34159,34
656,2020-06-17,Santa Fe,35551,36
657,2020-06-17,Santa Fe,35551,36
658,2020-06-17,Santa Fe,35551,36
659,2020-06-18,Santa Fe,37509,38
660,2020-06-18,Santa Fe,37509,38
661,2020-06-18,Santa Fe,37509,38
662,2020-06-19,Santa Fe,39570,40
663,2020-06-19,Santa Fe,39570,40
664,2020-06-19,Santa Fe,39570,40
665,2020-06-20,Santa Fe,41204,41
666,2020-06-20,Santa Fe,41204,41
667,2020-06-20,Santa Fe,41204,41
668,2020-06-21,Santa Fe,42785,43
669,2020-06-21,Santa Fe,42785,43
670,2020-06-21,Santa Fe,42785,43
671,2020-06-22,Santa Fe,44930,45
672,2020-06-22,Santa Fe,44930,45
673,2020-06-22,Santa Fe,44930,45
674,2020-06-23,Santa Fe,47216,47
675,2020-06-23,Santa Fe,47216,47
676,2020-06-24,Santa Fe,49841,50
677,2020-06-24,Santa Fe,49841,50
678,2020-06-25,Santa Fe,52456,52
679,2020-06-25,Santa Fe,52456,52
680,2020-06-26,Santa Fe,55342,55
681,2020-06-26,Santa Fe,55342,55
682,2020-06-27,Santa Fe,57743,58
683,2020-06-27,Santa Fe,57743,58
684,2020-06-28,Santa Fe,59932,60
685,2020-06-29,Santa Fe,62267,62
686,2020-06-30,Santa Fe,64530,65
687,2020-07-01,Santa Fe,67189,67
688,2020-07-02,Santa Fe,69941,70
689,2020-07-03,Santa Fe,72784,73
690,2020-07-04,Santa Fe,75371,75
691,2020-07-05,Santa Fe,77812,78
692,2020-07-06,Santa Fe,80446,80
693,2020-07-07,Santa Fe,83425,83
694,2020-07-08,Santa Fe,87021,87
695,2020-07-09,Santa Fe,90690,91
696,2020-07-10,Santa Fe,94058,94
697,2020-03-15,Tierra del Fuego,59,0
698,2020-03-20,Tierra del Fuego,155,0
