,fecha,provincia,tot_casosconf,penetracion_casos
1616,2020-06-22,Misiones,44904,45
1617,2020-06-23,Misiones,47139,47
1618,2020-06-24,Misiones,49798,50
1619,2020-06-25,Misiones,52365,52
1620,2020-06-26,Misiones,55286,55
1621,2020-06-27,Misiones,57706,58
1622,2020-06-28,Misiones,59908,60
1623,2020-06-29,Misiones,62219,62
1624,2020-06-30,Misiones,64495,64
1625,2020-07-01,Misiones,67161,67
1626,2020-07-02,Misiones,69893,70
1627,2020-07-03,Misiones,72720,73
1628,2020-07-04,Misiones,75301,75
1629,2020-07-05,Misiones,77795,78
1630,2020-07-06,Misiones,80393,80
1631,2020-07-07,Misiones,83361,83
1632,2020-07-08,Misiones,86967,87
1633,2020-07-09,Misiones,90631,91
1634,2020-07-10,Misiones,94006,94
1635,2020-03-29,San Juan,815,1
1636,2020-04-11,San Juan,2124,2
1637,2020-05-07,San Juan,5371,5
1638,2020-05-18,San Juan,8367,8
1639,2020-05-19,San Juan,8803,9
1640,2020-05-20,San Juan,9283,9
1641,2020-05-21,San Juan,9926,10
1642,2020-05-22,San Juan,10642,11
1643,2020-05-23,San Juan,11349,11
1644,2020-05-24,San Juan,12074,12
1645,2020-05-25,San Juan,12626,13
1646,2020-05-26,San Juan,13225,13
1647,2020-05-27,San Juan,13931,14
1648,2020-05-28,San Juan,14701,15
1649,2020-05-29,San Juan,15419,15
1650,2020-05-30,San Juan,16210,16
1651,2020-05-31,San Juan,16850,17
1652,2020-06-01,San Juan,17408,17
1653,2020-06-02,San Juan,18315,18
1654,2020-06-03,San Juan,19265,19
1655,2020-06-04,San Juan,20192,20
1656,2020-06-05,San Juan,21036,21
1657,2020-06-06,San Juan,22018,22
1658,2020-06-07,San Juan,22793,23
1659,2020-06-08,San Juan,23620,24
1660,2020-06-09,San Juan,24760,25
1661,2020-06-10,San Juan,25983,26
1662,2020-06-10,San Juan,25985,26
1663,2020-06-11,San Juan,27372,27
1664,2020-06-11,San Juan,27372,27
1665,2020-06-12,San Juan,28764,29
1666,2020-06-12,San Juan,28764,29
1667,2020-06-13,San Juan,30291,30
1668,2020-06-13,San Juan,30294,30
1669,2020-06-14,San Juan,31570,32
1670,2020-06-14,San Juan,31571,32
1671,2020-06-15,San Juan,32785,33
1672,2020-06-15,San Juan,32785,33
1673,2020-06-16,San Juan,34156,34
1674,2020-06-16,San Juan,34156,34
1675,2020-06-17,San Juan,35548,36
1676,2020-06-17,San Juan,35549,36
1677,2020-06-18,San Juan,37498,37
1678,2020-06-18,San Juan,37498,37
1679,2020-06-19,San Juan,39559,40
1680,2020-06-19,San Juan,39559,40
1681,2020-06-20,San Juan,41198,41
1682,2020-06-20,San Juan,41198,41
1683,2020-06-21,San Juan,42768,43
1684,2020-06-21,San Juan,42768,43
1685,2020-06-22,San Juan,44924,45
1686,2020-06-22,San Juan,44925,45
1687,2020-06-23,San Juan,47187,47
1688,2020-06-23,San Juan,47187,47
1689,2020-06-24,San Juan,49834,50
1690,2020-06-24,San Juan,49837,50
1691,2020-06-25,San Juan,52435,52
1692,2020-06-25,San Juan,52435,52
1693,2020-06-26,San Juan,55330,55
1694,2020-06-26,San Juan,55330,55
1695,2020-06-27,San Juan,57736,58
1696,2020-06-27,San Juan,57738,58
1697,2020-06-28,San Juan,59926,60
1698,2020-06-28,San Juan,59926,60
1699,2020-06-29,San Juan,62261,62
1700,2020-06-29,San Juan,62264,62
1701,2020-06-30,San Juan,64528,65
1702,2020-06-30,San Juan,64529,65
1703,2020-07-01,San Juan,67186,67
1704,2020-07-01,San Juan,67188,67
1705,2020-07-02,San Juan,69939,70
1706,2020-07-02,San Juan,69939,70
1707,2020-07-03,San Juan,72771,73
1708,2020-07-03,San Juan,72779,73
1709,2020-07-04,San Juan,75349,75
1710,2020-07-05,San Juan,77807,78
1711,2020-07-06,San Juan,80437,80
1712,2020-07-07,San Juan,83416,83
1713,2020-07-08,San Juan,87007,87
1714,2020-07-09,San Juan,90673,91
1715,2020-07-10,San Juan,94048,94
1716,2020-03-29,La Rioja,819,1
1717,2020-03-31,La Rioja,1055,1
1718,2020-04-02,La Rioja,1221,1
1719,2020-04-04,La Rioja,1427,1
1720,2020-04-05,La Rioja,1525,2
1721,2020-04-06,La Rioja,1598,2
1722,2020-04-09,La Rioja,1890,2
1723,2020-04-11,La Rioja,2094,2
1724,2020-04-12,La Rioja,2185,2
1725,2020-04-13,La Rioja,2265,2
1726,2020-04-14,La Rioja,2415,2
1727,2020-04-15,La Rioja,2552,3
1728,2020-04-16,La Rioja,2645,3
1729,2020-04-17,La Rioja,2747,3
1730,2020-04-19,La Rioja,2923,3
1731,2020-04-20,La Rioja,3031,3
1732,2020-04-21,La Rioja,3131,3
1733,2020-04-22,La Rioja,3260,3
1734,2020-04-24,La Rioja,3590,4
1735,2020-04-25,La Rioja,3768,4
1736,2020-04-26,La Rioja,3885,4
1737,2020-04-28,La Rioja,4105,4
1738,2020-04-29,La Rioja,4270,4
1739,2020-05-01,La Rioja,4521,5
1740,2020-05-04,La Rioja,4875,5
1741,2020-05-06,La Rioja,5202,5
1742,2020-05-07,La Rioja,5367,5
1743,2020-05-08,La Rioja,5608,6
1744,2020-05-09,La Rioja,5770,6
1745,2020-05-10,La Rioja,6029,6
1746,2020-05-11,La Rioja,6263,6
1747,2020-05-12,La Rioja,6560,7
1748,2020-05-13,La Rioja,6873,7
1749,2020-05-14,La Rioja,7128,7
1750,2020-05-15,La Rioja,7461,7
1751,2020-05-16,La Rioja,7798,8
1752,2020-05-17,La Rioja,8066,8
1753,2020-05-18,La Rioja,8364,8
1754,2020-05-19,La Rioja,8795,9
1755,2020-05-20,La Rioja,9281,9
1756,2020-05-21,La Rioja,9923,10
1757,2020-05-22,La Rioja,10636,11
1758,2020-05-23,La Rioja,11344,11
1759,2020-05-24,La Rioja,12068,12
1760,2020-05-25,La Rioja,12621,13
1761,2020-05-26,La Rioja,13214,13
1762,2020-05-27,La Rioja,13920,14
1763,2020-05-28,La Rioja,14689,15
1764,2020-05-29,La Rioja,15405,15
1765,2020-05-30,La Rioja,16201,16
1766,2020-05-31,La Rioja,16842,17
1767,2020-06-01,La Rioja,17386,17
1768,2020-06-02,La Rioja,18309,18
1769,2020-06-03,La Rioja,19238,19
1770,2020-06-04,La Rioja,20182,20
1771,2020-06-05,La Rioja,21026,21
1772,2020-06-06,La Rioja,22001,22
1773,2020-06-07,La Rioja,22780,23
1774,2020-06-08,La Rioja,23608,24
1775,2020-06-09,La Rioja,24741,25
1776,2020-06-10,La Rioja,25961,26
1777,2020-06-11,La Rioja,27342,27
1778,2020-06-12,La Rioja,28740,29
1779,2020-06-13,La Rioja,30265,30
1780,2020-06-14,La Rioja,31548,32
1781,2020-06-15,La Rioja,32769,33
1782,2020-06-16,La Rioja,34108,34
1783,2020-06-17,La Rioja,35522,36
1784,2020-06-18,La Rioja,37452,37
1785,2020-06-19,La Rioja,39495,39
1786,2020-06-20,La Rioja,41165,41
1787,2020-06-21,La Rioja,42738,43
1788,2020-06-22,La Rioja,44901,45
1789,2020-06-23,La Rioja,47131,47
1790,2020-06-24,La Rioja,49790,50
1791,2020-06-25,La Rioja,52363,52
1792,2020-06-26,La Rioja,55283,55
1793,2020-06-27,La Rioja,57700,58
1794,2020-06-28,La Rioja,59902,60
1795,2020-06-29,La Rioja,62217,62
1796,2020-06-30,La Rioja,64491,64
1797,2020-07-01,La Rioja,67154,67
1798,2020-07-02,La Rioja,69891,70
1799,2020-07-03,La Rioja,72717,73
1800,2020-07-04,La Rioja,75297,75
1801,2020-07-05,La Rioja,77788,78
1802,2020-07-06,La Rioja,80387,80
1803,2020-07-07,La Rioja,83338,83
1804,2020-07-08,La Rioja,86945,87
1805,2020-07-09,La Rioja,90620,91
1806,2020-07-10,La Rioja,93994,94
1807,2020-04-15,Chubut,2543,3
1808,2020-04-16,Chubut,2628,3
1809,2020-04-19,Chubut,2908,3
1810,2020-05-01,Chubut,4503,5
1811,2020-05-02,Chubut,4679,5
1812,2020-05-03,Chubut,4780,5
1813,2020-05-26,Chubut,13214,13
1814,2020-05-27,Chubut,13918,14
1815,2020-05-28,Chubut,14687,15
1816,2020-05-29,Chubut,15401,15
1817,2020-05-30,Chubut,16200,16
1818,2020-05-31,Chubut,16839,17
1819,2020-06-01,Chubut,17380,17
1820,2020-06-02,Chubut,18304,18
1821,2020-06-03,Chubut,19235,19
1822,2020-06-04,Chubut,20180,20
1823,2020-06-05,Chubut,21020,21
1824,2020-06-06,Chubut,21992,22
1825,2020-06-07,Chubut,22777,23
1826,2020-06-08,Chubut,23605,24
1827,2020-06-09,Chubut,24734,25
1828,2020-06-10,Chubut,25952,26
1829,2020-06-11,Chubut,27330,27
1830,2020-06-12,Chubut,28726,29
1831,2020-06-13,Chubut,30230,30
1832,2020-06-14,Chubut,31518,32
1833,2020-06-15,Chubut,32764,33
1834,2020-06-16,Chubut,34094,34
1835,2020-06-17,Chubut,35508,36
1836,2020-06-18,Chubut,37429,37
1837,2020-06-19,Chubut,39466,39
1838,2020-06-20,Chubut,41123,41
1839,2020-06-21,Chubut,42715,43
1840,2020-06-22,Chubut,44872,45
1841,2020-06-23,Chubut,47081,47
1842,2020-06-24,Chubut,49730,50
1843,2020-06-25,Chubut,52337,52
1844,2020-06-26,Chubut,55203,55
1845,2020-06-27,Chubut,57668,58
1846,2020-06-28,Chubut,59873,60
1847,2020-06-29,Chubut,62188,62
1848,2020-06-30,Chubut,64464,64
1849,2020-07-01,Chubut,67111,67
1850,2020-07-02,Chubut,69851,70
1851,2020-07-03,Chubut,72675,73
1852,2020-07-04,Chubut,75260,75
1853,2020-07-05,Chubut,77760,78
1854,2020-07-06,Chubut,80319,80
1855,2020-07-07,Chubut,83246,83
1856,2020-07-08,Chubut,86857,87
1857,2020-07-09,Chubut,90519,91
1858,2020-07-10,Chubut,93914,94
1859,2020-06-12,Formosa,28740,29
1860,2020-06-13,Formosa,30265,30
1861,2020-06-14,Formosa,31547,32
1862,2020-06-15,Formosa,32769,33
1863,2020-06-16,Formosa,34108,34
1864,2020-06-17,Formosa,35521,36
1865,2020-06-18,Formosa,37449,37
1866,2020-06-19,Formosa,39494,39
1867,2020-06-20,Formosa,41165,41
1868,2020-06-21,Formosa,42738,43
1869,2020-06-22,Formosa,44899,45
1870,2020-06-23,Formosa,47127,47
1871,2020-06-24,Formosa,49756,50
1872,2020-06-25,Formosa,52360,52
1873,2020-06-26,Formosa,55255,55
1874,2020-06-27,Formosa,57696,58
1875,2020-06-28,Formosa,59902,60
1876,2020-06-29,Formosa,62197,62
1877,2020-06-30,Formosa,64481,64
1878,2020-07-01,Formosa,67136,67
1879,2020-07-02,Formosa,69874,70
1880,2020-07-03,Formosa,72694,73
1881,2020-07-04,Formosa,75278,75
1882,2020-07-05,Formosa,77781,78
1883,2020-07-06,Formosa,80353,80
1884,2020-07-07,Formosa,83305,83
1885,2020-07-08,Formosa,86893,87
1886,2020-07-09,Formosa,90567,91
1887,2020-07-10,Formosa,93965,94
1888,2020-07-03,Catamarca,72626,73
1889,2020-07-04,Catamarca,75207,75
1890,2020-07-05,Catamarca,77707,78
1891,2020-07-06,Catamarca,80287,80
1892,2020-07-07,Catamarca,83224,83
1893,2020-07-08,Catamarca,86785,87
1894,2020-07-09,Catamarca,90470,90
1895,2020-07-10,Catamarca,93860,94
